studyYear,programDbId,programName,programDescription,studyDbId,studyName,studyDescription,studyDesign,plotWidth,plotLength,fieldSize,fieldTrialIsPlannedToBeGenotyped,fieldTrialIsPlannedToCross,plantingDate,harvestDate,locationDbId,locationName,germplasmDbId,germplasmName,germplasmSynonyms,germplasmEntryNumber,observationLevel,observationUnitDbId,observationUnitName,replicate,blockNumber,plotNumber,rowNumber,colNumber,entryType,plantNumber,Biomass_Time,Biomass_1_oat_g,Biomass_2_oat_g,Biomass_3_oat_g,Biomass_4_oat_g,Grain weight - g|CO_350:0005123,oat_grain_yield,Lodging,Biomass_1_pea_g,Biomass_2_pea_g,Biomass_3_pea_g,Biomass_4_pea_g,Pea grain weight - g|COMP:0000009,pea_grain_yield,Pea plant establishment - plants/ft2|COMP:0000052,Pea plant height - cm|day 151|COMP:0000087,Pea plant height - cm|day 176|COMP:0000088,Pea plant height - cm|day 196|COMP:0000089,Pea plant height - cm|day 214|COMP:0000090,Plant establishment - plants/ft2|CO_350:0005124,Plant height - cm|day 151|COMP:0000075,Plant height - cm|day 176|COMP:0000076,Plant height - cm|day 196|COMP:0000077,Plant height - cm|day 214|COMP:0000078,Biomass_1_weed_g,Biomass_2_weed_g,Biomass_3_weed_g,Biomass_4_weed_g,notes,AUSTRIAN FIELD PEAS,DS Admiral,Frostmaster Peas,Icicle Winter Peas,Maxum,ND Dawn,ND Victory,NDP140510Y,NDP150231Y,NDP150412G,Organic 4010,delta field pea,peaName,pea_type
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",102599,LEGGETT,"01RAT27,LEGGET,Leggett,Leggett (ck),OT2021,RL 1962,W00371",NA,subplot,714513,SpringOatPeaIntercrop_2024_NY_155_subplot_1,1,4,155,6,16,test,NA,2,NA,162.2,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,17,24,76,88,92,NA,30.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,monoculture
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",102599,LEGGETT,"01RAT27,LEGGET,Leggett,Leggett (ck),OT2021,RL 1962,W00371",NA,subplot,714515,SpringOatPeaIntercrop_2024_NY_155_subplot_2,1,4,155,6,16,test,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,16,22,81,97,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,monoculture
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",102599,LEGGETT,"01RAT27,LEGGET,Leggett,Leggett (ck),OT2021,RL 1962,W00371",NA,subplot,714517,SpringOatPeaIntercrop_2024_NY_155_subplot_3,1,4,155,6,16,test,NA,4,NA,NA,NA,211.8,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,12,25,73,91,89,NA,NA,NA,113.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,monoculture
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",102599,LEGGETT,"01RAT27,LEGGET,Leggett,Leggett (ck),OT2021,RL 1962,W00371",NA,plot,711316,SpringOatPeaIntercrop_2024_NY_156,1,4,156,6,15,test,NA,,NA,211.3,NA,313.9,264,99,5,NA,11,NA,10.5,12,4,6.333333333,12.66666667,47.66666667,41.33333333,54.33333333,19,26.33333333,82.66666667,100.6666667,103,NA,44,NA,66.3,NA,NA,NA,NA,NA,NA,NA,NA,NDP140510Y,NA,NA,NA,NA,NDP140510Y,field
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",102599,LEGGETT,"01RAT27,LEGGET,Leggett,Leggett (ck),OT2021,RL 1962,W00371",NA,subplot,714134,SpringOatPeaIntercrop_2024_NY_156_subplot_1,1,4,156,6,15,test,NA,2,NA,211.3,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,2,11,42,58,67,11,22,75,100,104,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NDP140510Y,NA,NA,NA,NA,NDP140510Y,field
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",102599,LEGGETT,"01RAT27,LEGGET,Leggett,Leggett (ck),OT2021,RL 1962,W00371",NA,subplot,714136,SpringOatPeaIntercrop_2024_NY_156_subplot_2,1,4,156,6,15,test,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,17,58,26,53,15,31,84,103,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NDP140510Y,NA,NA,NA,NA,NDP140510Y,field
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",102599,LEGGETT,"01RAT27,LEGGET,Leggett,Leggett (ck),OT2021,RL 1962,W00371",NA,subplot,714138,SpringOatPeaIntercrop_2024_NY_156_subplot_3,1,4,156,6,15,test,NA,4,NA,NA,NA,313.9,NA,NA,NA,NA,NA,NA,10.5,NA,NA,10,10,43,40,43,31,26,89,99,100,NA,NA,NA,66.3,NA,NA,NA,NA,NA,NA,NA,NA,NDP140510Y,NA,NA,NA,NA,NDP140510Y,field
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",499632,A11,A11,NA,plot,711299,SpringOatPeaIntercrop_2024_NY_157,1,4,157,6,14,test,NA,,NA,181.1,244.8,NA,264,105,5,NA,0,4.3,NA,2,NA,0.333333333,3.333333333,19.33333333,21.66666667,0,18,20,72,93,95.33333333,NA,80.8,124.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,monoculture
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",499632,A11,A11,NA,subplot,714223,SpringOatPeaIntercrop_2024_NY_157_subplot_1,1,4,157,6,14,test,NA,3,NA,NA,244.8,NA,NA,NA,NA,NA,NA,4.3,NA,NA,NA,1,10,58,65,0,17,15,68,91,95,NA,NA,124.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,monoculture
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",499632,A11,A11,NA,subplot,714225,SpringOatPeaIntercrop_2024_NY_157_subplot_2,1,4,157,6,14,test,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,27,21,76,95,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,monoculture
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",499632,A11,A11,NA,subplot,714227,SpringOatPeaIntercrop_2024_NY_157_subplot_3,1,4,157,6,14,test,NA,2,NA,181.1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,10,24,72,93,97,NA,80.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,monoculture
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",499632,A11,A11,NA,plot,711354,SpringOatPeaIntercrop_2024_NY_158,1,4,158,6,13,test,NA,,NA,206.8,212,NA,213,97,7,NA,6,7.6,NA,6,3,3,11,38,43.66666667,46.66666667,26,23.66666667,73,83,94.33333333,NA,66.7,187.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,delta field pea,delta field pea,field
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",499632,A11,A11,NA,subplot,714437,SpringOatPeaIntercrop_2024_NY_158_subplot_1,1,4,158,6,13,test,NA,3,NA,NA,212,NA,NA,NA,NA,NA,NA,7.6,NA,NA,NA,4,12,46,46,54,16,24,68,77,102,NA,NA,187.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,delta field pea,delta field pea,field
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",499632,A11,A11,NA,subplot,714439,SpringOatPeaIntercrop_2024_NY_158_subplot_2,1,4,158,6,13,test,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,10,38,43,41,37,23,75,81,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,delta field pea,delta field pea,field
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",499632,A11,A11,NA,subplot,714441,SpringOatPeaIntercrop_2024_NY_158_subplot_3,1,4,158,6,13,test,NA,2,NA,206.8,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,3,11,30,42,45,25,24,76,91,88,NA,66.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,delta field pea,delta field pea,field
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",102429,GOPHER,"03C0700851,AA 568,BGR8099,CAP 0038,C.I. No. 2027,Copher,Favorit,GOPH,Gopher,GOPHER (ck),Gopher Oats,Minnesota No. 674,Mn 674,RL 158,RL 1793,RL 834,RL No. 158",NA,plot,711197,SpringOatPeaIntercrop_2024_NY_159,1,4,159,6,12,test,NA,,15.3,NA,NA,310.7,350,149,7,1.3,NA,NA,16,0,0,5.666666667,10,48.33333333,53.66666667,53.66666667,22,24.66666667,97.33333333,99.66666667,114,12.3,NA,NA,61.9,NA,NA,NA,NA,NA,NA,NA,ND Victory,NA,NA,NA,NA,NA,ND Victory,field
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",102429,GOPHER,"03C0700851,AA 568,BGR8099,CAP 0038,C.I. No. 2027,Copher,Favorit,GOPH,Gopher,GOPHER (ck),Gopher Oats,Minnesota No. 674,Mn 674,RL 158,RL 1793,RL 834,RL No. 158",NA,subplot,713717,SpringOatPeaIntercrop_2024_NY_159_subplot_1,1,4,159,6,12,test,NA,4,NA,NA,NA,310.7,NA,NA,NA,NA,NA,NA,16,NA,NA,11,10,56,53,68,22,24,92,112,115,NA,NA,NA,61.9,NA,NA,NA,NA,NA,NA,NA,ND Victory,NA,NA,NA,NA,NA,ND Victory,field
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",102429,GOPHER,"03C0700851,AA 568,BGR8099,CAP 0038,C.I. No. 2027,Copher,Favorit,GOPH,Gopher,GOPHER (ck),Gopher Oats,Minnesota No. 674,Mn 674,RL 158,RL 1793,RL 834,RL No. 158",NA,subplot,713720,SpringOatPeaIntercrop_2024_NY_159_subplot_2,1,4,159,6,12,test,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,10,41,60,58,31,28,100,93,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ND Victory,NA,NA,NA,NA,NA,ND Victory,field
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",102429,GOPHER,"03C0700851,AA 568,BGR8099,CAP 0038,C.I. No. 2027,Copher,Favorit,GOPH,Gopher,GOPHER (ck),Gopher Oats,Minnesota No. 674,Mn 674,RL 158,RL 1793,RL 834,RL No. 158",NA,subplot,713722,SpringOatPeaIntercrop_2024_NY_159_subplot_3,1,4,159,6,12,test,NA,1,15.3,NA,NA,NA,NA,NA,NA,1.3,NA,NA,NA,NA,NA,0,10,48,48,35,13,22,100,94,110,12.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ND Victory,NA,NA,NA,NA,NA,ND Victory,field
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",102429,GOPHER,"03C0700851,AA 568,BGR8099,CAP 0038,C.I. No. 2027,Copher,Favorit,GOPH,Gopher,GOPHER (ck),Gopher Oats,Minnesota No. 674,Mn 674,RL 158,RL 1793,RL 834,RL No. 158",NA,plot,711253,SpringOatPeaIntercrop_2024_NY_160,1,4,160,6,11,test,NA,,42.6,NA,NA,310.6,319,117,8,0,NA,NA,0,1,NA,0,0,0,0,0,27.66666667,26.33333333,96.66666667,104.3333333,110.3333333,4.5,NA,NA,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,monoculture
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",102429,GOPHER,"03C0700851,AA 568,BGR8099,CAP 0038,C.I. No. 2027,Copher,Favorit,GOPH,Gopher,GOPHER (ck),Gopher Oats,Minnesota No. 674,Mn 674,RL 158,RL 1793,RL 834,RL No. 158",NA,subplot,713943,SpringOatPeaIntercrop_2024_NY_160_subplot_1,1,4,160,6,11,test,NA,4,NA,NA,NA,310.6,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,17,26,94,113,105,NA,NA,NA,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,monoculture
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",102429,GOPHER,"03C0700851,AA 568,BGR8099,CAP 0038,C.I. No. 2027,Copher,Favorit,GOPH,Gopher,GOPHER (ck),Gopher Oats,Minnesota No. 674,Mn 674,RL 158,RL 1793,RL 834,RL No. 158",NA,subplot,713945,SpringOatPeaIntercrop_2024_NY_160_subplot_2,1,4,160,6,11,test,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,34,27,100,103,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,monoculture
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",102429,GOPHER,"03C0700851,AA 568,BGR8099,CAP 0038,C.I. No. 2027,Copher,Favorit,GOPH,Gopher,GOPHER (ck),Gopher Oats,Minnesota No. 674,Mn 674,RL 158,RL 1793,RL 834,RL No. 158",NA,subplot,713947,SpringOatPeaIntercrop_2024_NY_160_subplot_3,1,4,160,6,11,test,NA,1,42.6,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,32,26,96,97,110,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,monoculture
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",499042,RUSHMORE,"Rushmore,SD140515",NA,plot,711307,SpringOatPeaIntercrop_2024_NY_161,1,4,161,7,11,test,NA,,NA,278.2,NA,206.9,181,87,6,NA,20.2,NA,27.1,11,5,5.666666667,16.33333333,67.33333333,79.66666667,86.33333333,19.66666667,31.33333333,98,102.6666667,107,NA,68.6,NA,196.5,NA,NA,NA,Frostmaster Peas,NA,NA,NA,NA,NA,NA,NA,NA,NA,Frostmaster Peas,forage
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",499042,RUSHMORE,"Rushmore,SD140515",NA,subplot,714128,SpringOatPeaIntercrop_2024_NY_161_subplot_1,1,4,161,7,11,test,NA,4,NA,NA,NA,206.9,NA,NA,NA,NA,NA,NA,27.1,NA,NA,6,15,69,77,95,13,26,91,98,102,NA,NA,NA,196.5,NA,NA,NA,Frostmaster Peas,NA,NA,NA,NA,NA,NA,NA,NA,NA,Frostmaster Peas,forage
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",499042,RUSHMORE,"Rushmore,SD140515",NA,subplot,714129,SpringOatPeaIntercrop_2024_NY_161_subplot_2,1,4,161,7,11,test,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,16,66,87,87,28,35,101,107,109,NA,NA,NA,NA,NA,NA,NA,Frostmaster Peas,NA,NA,NA,NA,NA,NA,NA,NA,NA,Frostmaster Peas,forage
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",499042,RUSHMORE,"Rushmore,SD140515",NA,subplot,714130,SpringOatPeaIntercrop_2024_NY_161_subplot_3,1,4,161,7,11,test,NA,2,NA,278.2,NA,NA,NA,NA,NA,NA,20.2,NA,NA,NA,NA,4,18,67,75,77,18,33,102,103,110,NA,68.8,NA,NA,NA,NA,NA,Frostmaster Peas,NA,NA,NA,NA,NA,NA,NA,NA,NA,Frostmaster Peas,forage
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",499042,RUSHMORE,"Rushmore,SD140515",NA,plot,711277,SpringOatPeaIntercrop_2024_NY_162,1,4,162,7,12,test,NA,,NA,158.7,NA,286.7,289,146,4,NA,0,NA,0,1,NA,0,0,0,0,0,14,26.66666667,90.66666667,101.6666667,110,NA,91.5,NA,144.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,monoculture
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",499042,RUSHMORE,"Rushmore,SD140515",NA,subplot,714071,SpringOatPeaIntercrop_2024_NY_162_subplot_1,1,4,162,7,12,test,NA,4,NA,NA,NA,286.7,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,15,26,87,99,106,NA,NA,NA,144.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,monoculture
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",499042,RUSHMORE,"Rushmore,SD140515",NA,subplot,714072,SpringOatPeaIntercrop_2024_NY_162_subplot_2,1,4,162,7,12,test,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,13,29,93,102,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,monoculture
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",499042,RUSHMORE,"Rushmore,SD140515",NA,subplot,714073,SpringOatPeaIntercrop_2024_NY_162_subplot_3,1,4,162,7,12,test,NA,2,NA,158.7,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,14,25,92,104,108,NA,91.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,monoculture
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",202018,IL17-1253,17-1253,NA,plot,711249,SpringOatPeaIntercrop_2024_NY_163,1,4,163,7,13,check,NA,,51.7,NA,155.8,NA,241,100,1,9.4,NA,16.9,NA,5,2,5.333333333,14.66666667,48,45.66666667,50.33333333,20.66666667,26,81.66666667,93.33333333,94,7.3,NA,262.6,NA,NA,NA,DS Admiral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DS Admiral,field
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",202018,IL17-1253,17-1253,NA,subplot,714032,SpringOatPeaIntercrop_2024_NY_163_subplot_1,1,4,163,7,13,check,NA,3,NA,NA,155.8,NA,NA,NA,NA,NA,NA,16.9,NA,NA,NA,2,15,45,47,46,8,21,77,94,95,NA,NA,262.6,NA,NA,NA,DS Admiral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DS Admiral,field
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",202018,IL17-1253,17-1253,NA,subplot,714033,SpringOatPeaIntercrop_2024_NY_163_subplot_2,1,4,163,7,13,check,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,13,58,43,50,27,30,85,95,96,NA,NA,NA,NA,NA,NA,DS Admiral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DS Admiral,field
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",202018,IL17-1253,17-1253,NA,subplot,714034,SpringOatPeaIntercrop_2024_NY_163_subplot_3,1,4,163,7,13,check,NA,1,51.7,NA,NA,NA,NA,NA,NA,9.4,NA,NA,NA,NA,NA,10,16,41,47,55,27,27,83,91,91,7.3,NA,NA,NA,NA,NA,DS Admiral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DS Admiral,field
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",202018,IL17-1253,17-1253,NA,plot,711364,SpringOatPeaIntercrop_2024_NY_164,1,4,164,7,14,check,NA,,26.6,NA,412.9,NA,361,190,3,0,NA,0,NA,0,NA,0,0,0,0,0,15,29.33333333,82,96.33333333,104,6.7,NA,97.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,monoculture
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",202018,IL17-1253,17-1253,NA,subplot,714449,SpringOatPeaIntercrop_2024_NY_164_subplot_1,1,4,164,7,14,check,NA,3,NA,NA,412.9,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,17,29,78,88,90,NA,NA,97.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,monoculture
