"","studyName","studyYear","studyLoc","germplasmName","peaName","pea_type","observationLevel","observationUnitName","plotNumber","blockNumber","Biomass_1_oat_g","Biomass_2_oat_g","Biomass_3_oat_g","Biomass_4_oat_g","oat_yield","Lodging","Biomass_1_pea_g","Biomass_2_pea_g","Biomass_3_pea_g","Biomass_4_pea_g","pea_yield","oat_fraction","location"
"1288","SDSU_OatPeaIntercropPilot_2023_Volga",2023,"SD","OT3120","ND Victory","field","plot","SDSU_OatPeaIntercropPilot_2023_Volga-PLOT_190",190,4,NA,NA,NA,NA,132.754952297916,NA,NA,NA,NA,NA,11.4312777843557,0.920718658239188,"SD"
"1289","SDSU_OatPeaIntercropPilot_2023_Volga",2023,"SD","OGLE","Frostmaster Peas","forage","plot","SDSU_OatPeaIntercropPilot_2023_Volga-PLOT_191",191,4,NA,NA,NA,NA,117.685471226261,NA,NA,NA,NA,NA,12.5058753036321,0.903942346116217,"SD"
"1290","SDSU_OatPeaIntercropPilot_2023_Volga",2023,"SD","BUCKSKIN","Maxum","forage","plot","SDSU_OatPeaIntercropPilot_2023_Volga-PLOT_192",192,4,NA,NA,NA,NA,83.5997402308501,NA,NA,NA,NA,NA,24.7283008442497,0.771727609962904,"SD"
"1291","SDSU_OatPeaIntercropPilot_2023_Volga",2023,"SD","SD190992","DS Admiral","field","plot","SDSU_OatPeaIntercropPilot_2023_Volga-PLOT_193",193,4,NA,NA,NA,NA,122.70863158348,NA,NA,NA,NA,NA,5.36042969548884,0.958144225920323,"SD"
"1292","SDSU_OatPeaIntercropPilot_2023_Volga",2023,"SD","IL15-5752","NDP140510Y","field","plot","SDSU_OatPeaIntercropPilot_2023_Volga-PLOT_194",194,4,NA,NA,NA,NA,76.0649996950224,NA,NA,NA,NA,NA,6.530108464384,0.920938314509122,"SD"
"1293","SDSU_OatPeaIntercropPilot_2023_Volga",2023,"SD","ND170376","DS Admiral","field","plot","SDSU_OatPeaIntercropPilot_2023_Volga-PLOT_195",195,4,NA,NA,NA,NA,105.84516466996,NA,NA,NA,NA,NA,5.07339196079065,0.954260205732031,"SD"
"1294","SDSU_OatPeaIntercropPilot_2023_Volga",2023,"SD","IL17-7334","Maxum","forage","plot","SDSU_OatPeaIntercropPilot_2023_Volga-PLOT_196",196,4,NA,NA,NA,NA,146.389244696081,NA,NA,NA,NA,NA,20.5339619459723,0.876985577026417,"SD"
"1295","SDSU_OatPeaIntercropPilot_2023_Volga",2023,"SD","IL17-1704","Frostmaster Peas","forage","plot","SDSU_OatPeaIntercropPilot_2023_Volga-PLOT_197",197,4,NA,NA,NA,NA,143.518867349099,NA,NA,NA,NA,NA,5.72819679307091,0.961619367014052,"SD"
"1296","SDSU_OatPeaIntercropPilot_2023_Volga",2023,"SD","WI_X10710-7","Icicle Winter Peas","forage","plot","SDSU_OatPeaIntercropPilot_2023_Volga-PLOT_198",198,4,NA,NA,NA,NA,135.984126813271,NA,NA,NA,NA,NA,6.37582568198372,0.95521334778335,"SD"
"1297","SDSU_OatPeaIntercropPilot_2023_Volga",2023,"SD","SADDLE","AUSTRIAN FIELD PEAS","forage","plot","SDSU_OatPeaIntercropPilot_2023_Volga-PLOT_199",199,4,NA,NA,NA,NA,119.838254236498,NA,NA,NA,NA,NA,11.1406520779738,0.914943158471443,"SD"
"1298","SDSU_OatPeaIntercropPilot_2023_Volga",2023,"SD","SD181237","Organic 4010","forage","plot","SDSU_OatPeaIntercropPilot_2023_Volga-PLOT_200",200,4,NA,NA,NA,NA,190.162499237556,NA,NA,NA,NA,NA,2.9188149647123,0.984882975461548,"SD"
"1299","SpringOatPeaIntercrop_2024_SD",2024,"SD","NATTY","ND Dawn","field","plot","SpringOatPeaIntercrop_2024_SD_101",101,1,NA,NA,NA,NA,272,NA,NA,NA,NA,NA,13,0.954385964912281,"SD"
"1300","SpringOatPeaIntercrop_2024_SD",2024,"SD","NATTY",NA,"monoculture","plot","SpringOatPeaIntercrop_2024_SD_102",102,1,NA,NA,NA,NA,360,NA,NA,NA,NA,NA,NA,NA,"SD"
"1301","SpringOatPeaIntercrop_2024_SD",2024,"SD","IL15-5752","ND Dawn","field","plot","SpringOatPeaIntercrop_2024_SD_103",103,1,NA,NA,NA,NA,225,NA,NA,NA,NA,NA,20,0.918367346938776,"SD"
"1302","SpringOatPeaIntercrop_2024_SD",2024,"SD","WI_X10710-7","ND Victory","field","plot","SpringOatPeaIntercrop_2024_SD_104",104,1,NA,NA,NA,NA,218,NA,NA,NA,NA,NA,14,0.939655172413793,"SD"
"1303","SpringOatPeaIntercrop_2024_SD",2024,"SD","GOLIATH","NDP150412G","field","plot","SpringOatPeaIntercrop_2024_SD_105",105,1,NA,NA,NA,NA,248,NA,NA,NA,NA,NA,10,0.961240310077519,"SD"
"1304","SpringOatPeaIntercrop_2024_SD",2024,"SD","ND170307","NDP150412G","field","plot","SpringOatPeaIntercrop_2024_SD_106",106,1,NA,NA,NA,NA,180,NA,NA,NA,NA,NA,9,0.952380952380952,"SD"
"1305","SpringOatPeaIntercrop_2024_SD",2024,"SD","SD180580","Frostmaster Peas","forage","plot","SpringOatPeaIntercrop_2024_SD_107",107,1,NA,NA,NA,NA,211,NA,NA,NA,NA,NA,15,0.933628318584071,"SD"
"1306","SpringOatPeaIntercrop_2024_SD",2024,"SD","MN18038X_008","NDP150231Y","field","plot","SpringOatPeaIntercrop_2024_SD_108",108,1,NA,NA,NA,NA,311,NA,NA,NA,NA,NA,6,0.981072555205047,"SD"
"1307","SpringOatPeaIntercrop_2024_SD",2024,"SD","ESKER","Organic 4010","forage","plot","SpringOatPeaIntercrop_2024_SD_109",109,1,NA,NA,NA,NA,284,NA,NA,NA,NA,NA,19,0.937293729372937,"SD"
"1308","SpringOatPeaIntercrop_2024_SD",2024,"SD","WARRIOR","ND Dawn","field","plot","SpringOatPeaIntercrop_2024_SD_110",110,1,NA,NA,NA,NA,326,NA,NA,NA,NA,NA,23,0.934097421203438,"SD"
"1309","SpringOatPeaIntercrop_2024_SD",2024,"SD","SD181245",NA,"monoculture","plot","SpringOatPeaIntercrop_2024_SD_111",111,1,NA,NA,NA,NA,481,NA,NA,NA,NA,NA,NA,NA,"SD"
"1310","SpringOatPeaIntercrop_2024_SD",2024,"SD","SD181245","Icicle Winter Peas","forage","plot","SpringOatPeaIntercrop_2024_SD_112",112,1,NA,NA,NA,NA,519,NA,NA,NA,NA,NA,11,0.979245283018868,"SD"
"1311","SpringOatPeaIntercrop_2024_SD",2024,"SD","IL17-1704","NDP140510Y","field","plot","SpringOatPeaIntercrop_2024_SD_113",113,1,NA,NA,NA,NA,404,NA,NA,NA,NA,NA,18,0.957345971563981,"SD"
"1312","SpringOatPeaIntercrop_2024_SD",2024,"SD","OT3120","AUSTRIAN FIELD PEAS","forage","plot","SpringOatPeaIntercrop_2024_SD_114",114,1,NA,NA,NA,NA,177,NA,NA,NA,NA,NA,9,0.951612903225806,"SD"
"1313","SpringOatPeaIntercrop_2024_SD",2024,"SD","CORRAL","Maxum","forage","plot","SpringOatPeaIntercrop_2024_SD_115",115,1,NA,NA,NA,NA,241,NA,NA,NA,NA,NA,15,0.94140625,"SD"
"1314","SpringOatPeaIntercrop_2024_SD",2024,"SD","SD170935","AUSTRIAN FIELD PEAS","forage","plot","SpringOatPeaIntercrop_2024_SD_116",116,1,NA,NA,NA,NA,532,NA,NA,NA,NA,NA,12,0.977941176470588,"SD"
"1315","SpringOatPeaIntercrop_2024_SD",2024,"SD","MN18015X_004","delta field pea","field","plot","SpringOatPeaIntercrop_2024_SD_117",117,1,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,24,0.636363636363636,"SD"
"1316","SpringOatPeaIntercrop_2024_SD",2024,"SD","SADDLE","NDP150231Y","field","plot","SpringOatPeaIntercrop_2024_SD_118",118,1,NA,NA,NA,NA,381,NA,NA,NA,NA,NA,16,0.959697732997481,"SD"
"1317","SpringOatPeaIntercrop_2024_SD",2024,"SD","ND170376","AUSTRIAN FIELD PEAS","forage","plot","SpringOatPeaIntercrop_2024_SD_119",119,1,NA,NA,NA,NA,419,NA,NA,NA,NA,NA,15,0.965437788018433,"SD"
"1318","SpringOatPeaIntercrop_2024_SD",2024,"SD","IL17-5238","Icicle Winter Peas","forage","plot","SpringOatPeaIntercrop_2024_SD_120",120,1,NA,NA,NA,NA,272,NA,NA,NA,NA,NA,6,0.97841726618705,"SD"
"1319","SpringOatPeaIntercrop_2024_SD",2024,"SD","DEON","Frostmaster Peas","forage","plot","SpringOatPeaIntercrop_2024_SD_121",121,1,NA,NA,NA,NA,248,NA,NA,NA,NA,NA,15,0.942965779467681,"SD"
"1320","SpringOatPeaIntercrop_2024_SD",2024,"SD","SABER","Icicle Winter Peas","forage","plot","SpringOatPeaIntercrop_2024_SD_122",122,1,NA,NA,NA,NA,236,NA,NA,NA,NA,NA,10,0.959349593495935,"SD"
"1321","SpringOatPeaIntercrop_2024_SD",2024,"SD","BUCKSKIN","DS Admiral","field","plot","SpringOatPeaIntercrop_2024_SD_123",123,1,NA,NA,NA,NA,265,NA,NA,NA,NA,NA,19,0.933098591549296,"SD"
"1322","SpringOatPeaIntercrop_2024_SD",2024,"SD","OGLE","delta field pea","field","plot","SpringOatPeaIntercrop_2024_SD_124",124,1,NA,NA,NA,NA,404,NA,NA,NA,NA,NA,14,0.966507177033493,"SD"
"1323","SpringOatPeaIntercrop_2024_SD",2024,"SD","A11","DS Admiral","field","plot","SpringOatPeaIntercrop_2024_SD_125",125,1,NA,NA,NA,NA,253,NA,NA,NA,NA,NA,10,0.961977186311787,"SD"
"1324","SpringOatPeaIntercrop_2024_SD",2024,"SD","GOPHER","NDP140510Y","field","plot","SpringOatPeaIntercrop_2024_SD_126",126,1,NA,NA,NA,NA,260,NA,NA,NA,NA,NA,16,0.942028985507246,"SD"
"1325","SpringOatPeaIntercrop_2024_SD",2024,"SD","WI_X10680-3","ND Victory","field","plot","SpringOatPeaIntercrop_2024_SD_127",127,1,NA,NA,NA,NA,481,NA,NA,NA,NA,NA,33,0.93579766536965,"SD"
"1326","SpringOatPeaIntercrop_2024_SD",2024,"SD","A11","NDP150231Y","field","plot","SpringOatPeaIntercrop_2024_SD_128",128,2,NA,NA,NA,NA,263,NA,NA,NA,NA,NA,20,0.929328621908127,"SD"
"1327","SpringOatPeaIntercrop_2024_SD",2024,"SD","REINS","Organic 4010","forage","plot","SpringOatPeaIntercrop_2024_SD_129",129,2,NA,NA,NA,NA,376,NA,NA,NA,NA,NA,18,0.954314720812183,"SD"
"1328","SpringOatPeaIntercrop_2024_SD",2024,"SD","OT2130","NDP140510Y","field","plot","SpringOatPeaIntercrop_2024_SD_130",130,2,NA,NA,NA,NA,280,NA,NA,NA,NA,NA,9,0.968858131487889,"SD"
"1329","SpringOatPeaIntercrop_2024_SD",2024,"SD","MN18038X_008","AUSTRIAN FIELD PEAS","forage","plot","SpringOatPeaIntercrop_2024_SD_131",131,2,NA,NA,NA,NA,327,NA,NA,NA,NA,NA,17,0.950581395348837,"SD"
"1330","SpringOatPeaIntercrop_2024_SD",2024,"SD","ND170307","ND Dawn","field","plot","SpringOatPeaIntercrop_2024_SD_132",132,2,NA,NA,NA,NA,255,NA,NA,NA,NA,NA,15,0.944444444444444,"SD"
"1331","SpringOatPeaIntercrop_2024_SD",2024,"SD","SD190850","Maxum","forage","plot","SpringOatPeaIntercrop_2024_SD_133",133,2,NA,NA,NA,NA,358,NA,NA,NA,NA,NA,21,0.944591029023747,"SD"
"1332","SpringOatPeaIntercrop_2024_SD",2024,"SD","HORSEPOWER","ND Dawn","field","plot","SpringOatPeaIntercrop_2024_SD_134",134,2,NA,NA,NA,NA,259,NA,NA,NA,NA,NA,20,0.92831541218638,"SD"
"1333","SpringOatPeaIntercrop_2024_SD",2024,"SD","MN18038X_008","Organic 4010","forage","plot","SpringOatPeaIntercrop_2024_SD_135",135,2,NA,NA,NA,NA,315,NA,NA,NA,NA,NA,24,0.929203539823009,"SD"
"1334","SpringOatPeaIntercrop_2024_SD",2024,"SD","SD191467","ND Victory","field","plot","SpringOatPeaIntercrop_2024_SD_136",136,2,NA,NA,NA,NA,259,NA,NA,NA,NA,NA,18,0.935018050541516,"SD"
"1335","SpringOatPeaIntercrop_2024_SD",2024,"SD","RUSHMORE","DS Admiral","field","plot","SpringOatPeaIntercrop_2024_SD_137",137,2,NA,NA,NA,NA,297,NA,NA,NA,NA,NA,10,0.96742671009772,"SD"
"1336","SpringOatPeaIntercrop_2024_SD",2024,"SD","ND161488","delta field pea","field","plot","SpringOatPeaIntercrop_2024_SD_138",138,2,NA,NA,NA,NA,360,NA,NA,NA,NA,NA,23,0.939947780678851,"SD"
"1337","SpringOatPeaIntercrop_2024_SD",2024,"SD","HAYDEN","NDP140510Y","field","plot","SpringOatPeaIntercrop_2024_SD_139",139,2,NA,NA,NA,NA,282,NA,NA,NA,NA,NA,22,0.927631578947368,"SD"
"1338","SpringOatPeaIntercrop_2024_SD",2024,"SD","GOPHER","delta field pea","field","plot","SpringOatPeaIntercrop_2024_SD_140",140,2,NA,NA,NA,NA,257,NA,NA,NA,NA,NA,10,0.962546816479401,"SD"
"1339","SpringOatPeaIntercrop_2024_SD",2024,"SD","SD181377","Frostmaster Peas","forage","plot","SpringOatPeaIntercrop_2024_SD_141",141,2,NA,NA,NA,NA,344,NA,NA,NA,NA,NA,20,0.945054945054945,"SD"
"1340","SpringOatPeaIntercrop_2024_SD",2024,"SD","ESKER","Icicle Winter Peas","forage","plot","SpringOatPeaIntercrop_2024_SD_142",142,2,NA,NA,NA,NA,494,NA,NA,NA,NA,NA,4,0.991967871485944,"SD"
"1341","SpringOatPeaIntercrop_2024_SD",2024,"SD","WI_X10642-3","NDP150412G","field","plot","SpringOatPeaIntercrop_2024_SD_143",143,2,NA,NA,NA,NA,497,NA,NA,NA,NA,NA,12,0.976424361493124,"SD"
"1342","SpringOatPeaIntercrop_2024_SD",2024,"SD","LEGGETT","Organic 4010","forage","plot","SpringOatPeaIntercrop_2024_SD_144",144,2,NA,NA,NA,NA,263,NA,NA,NA,NA,NA,11,0.95985401459854,"SD"
"1343","SpringOatPeaIntercrop_2024_SD",2024,"SD","COLT","NDP150412G","field","plot","SpringOatPeaIntercrop_2024_SD_145",145,2,NA,NA,NA,NA,279,NA,NA,NA,NA,NA,23,0.923841059602649,"SD"
"1344","SpringOatPeaIntercrop_2024_SD",2024,"SD","MN18015X_004","NDP150231Y","field","plot","SpringOatPeaIntercrop_2024_SD_146",146,2,NA,NA,NA,NA,356,NA,NA,NA,NA,NA,12,0.967391304347826,"SD"
"1345","SpringOatPeaIntercrop_2024_SD",2024,"SD","IL15-5752","ND Victory","field","plot","SpringOatPeaIntercrop_2024_SD_147",147,2,NA,NA,NA,NA,301,NA,NA,NA,NA,NA,22,0.931888544891641,"SD"
"1346","SpringOatPeaIntercrop_2024_SD",2024,"SD","A10","Maxum","forage","plot","SpringOatPeaIntercrop_2024_SD_148",148,2,NA,NA,NA,NA,183,NA,NA,NA,NA,NA,34,0.84331797235023,"SD"
"1347","SpringOatPeaIntercrop_2024_SD",2024,"SD","SD190992","NDP150231Y","field","plot","SpringOatPeaIntercrop_2024_SD_149",149,2,NA,NA,NA,NA,287,NA,NA,NA,NA,NA,12,0.959866220735786,"SD"
"1348","SpringOatPeaIntercrop_2024_SD",2024,"SD","SADDLE","DS Admiral","field","plot","SpringOatPeaIntercrop_2024_SD_150",150,2,NA,NA,NA,NA,266,NA,NA,NA,NA,NA,13,0.953405017921147,"SD"
"1349","SpringOatPeaIntercrop_2024_SD",2024,"SD","A25","Icicle Winter Peas","forage","plot","SpringOatPeaIntercrop_2024_SD_151",151,2,NA,NA,NA,NA,293,NA,NA,NA,NA,NA,4,0.986531986531986,"SD"
"1350","SpringOatPeaIntercrop_2024_SD",2024,"SD","IL17-7334","Organic 4010","forage","plot","SpringOatPeaIntercrop_2024_SD_152",152,2,NA,NA,NA,NA,305,NA,NA,NA,NA,NA,19,0.941358024691358,"SD"
"1351","SpringOatPeaIntercrop_2024_SD",2024,"SD","REINS","AUSTRIAN FIELD PEAS","forage","plot","SpringOatPeaIntercrop_2024_SD_153",153,3,NA,NA,NA,NA,330,NA,NA,NA,NA,NA,29,0.919220055710306,"SD"
"1352","SpringOatPeaIntercrop_2024_SD",2024,"SD","SD181245",NA,"monoculture","plot","SpringOatPeaIntercrop_2024_SD_154",154,3,NA,NA,NA,NA,443,NA,NA,NA,NA,NA,NA,NA,"SD"
"1353","SpringOatPeaIntercrop_2024_SD",2024,"SD","SD181245","NDP150231Y","field","plot","SpringOatPeaIntercrop_2024_SD_155",155,3,NA,NA,NA,NA,501,NA,NA,NA,NA,NA,23,0.956106870229008,"SD"
"1354","SpringOatPeaIntercrop_2024_SD",2024,"SD","OT3120","ND Dawn","field","plot","SpringOatPeaIntercrop_2024_SD_156",156,3,NA,NA,NA,NA,299,NA,NA,NA,NA,NA,15,0.952229299363057,"SD"
"1355","SpringOatPeaIntercrop_2024_SD",2024,"SD","SD190850","ND Victory","field","plot","SpringOatPeaIntercrop_2024_SD_157",157,3,NA,NA,NA,NA,431,NA,NA,NA,NA,NA,16,0.96420581655481,"SD"
"1356","SpringOatPeaIntercrop_2024_SD",2024,"SD","EXCEL","delta field pea","field","plot","SpringOatPeaIntercrop_2024_SD_158",158,3,NA,NA,NA,NA,343,NA,NA,NA,NA,NA,13,0.963483146067416,"SD"
"1357","SpringOatPeaIntercrop_2024_SD",2024,"SD","IL17-1253","Organic 4010","forage","plot","SpringOatPeaIntercrop_2024_SD_159",159,3,NA,NA,NA,NA,380,NA,NA,NA,NA,NA,13,0.966921119592875,"SD"
"1358","SpringOatPeaIntercrop_2024_SD",2024,"SD","HAYDEN","Organic 4010","forage","plot","SpringOatPeaIntercrop_2024_SD_160",160,3,NA,NA,NA,NA,270,NA,NA,NA,NA,NA,20,0.931034482758621,"SD"
"1359","SpringOatPeaIntercrop_2024_SD",2024,"SD","IL17-1704","ND Victory","field","plot","SpringOatPeaIntercrop_2024_SD_161",161,3,NA,NA,NA,NA,305,NA,NA,NA,NA,NA,23,0.929878048780488,"SD"
"1360","SpringOatPeaIntercrop_2024_SD",2024,"SD","ND161488","Maxum","forage","plot","SpringOatPeaIntercrop_2024_SD_162",162,3,NA,NA,NA,NA,290,NA,NA,NA,NA,NA,27,0.914826498422713,"SD"
"1361","SpringOatPeaIntercrop_2024_SD",2024,"SD","WI_X10680-3","NDP150412G","field","plot","SpringOatPeaIntercrop_2024_SD_163",163,3,NA,NA,NA,NA,346,NA,NA,NA,NA,NA,23,0.937669376693767,"SD"
"1362","SpringOatPeaIntercrop_2024_SD",2024,"SD","SD181237","DS Admiral","field","plot","SpringOatPeaIntercrop_2024_SD_164",164,3,NA,NA,NA,NA,354,NA,NA,NA,NA,NA,23,0.938992042440318,"SD"
"1363","SpringOatPeaIntercrop_2024_SD",2024,"SD","OGLE","ND Victory","field","plot","SpringOatPeaIntercrop_2024_SD_165",165,3,NA,NA,NA,NA,329,NA,NA,NA,NA,NA,17,0.950867052023121,"SD"
"1364","SpringOatPeaIntercrop_2024_SD",2024,"SD","HORSEPOWER","Organic 4010","forage","plot","SpringOatPeaIntercrop_2024_SD_166",166,3,NA,NA,NA,NA,221,NA,NA,NA,NA,NA,16,0.932489451476793,"SD"
"1365","SpringOatPeaIntercrop_2024_SD",2024,"SD","ND170376","Maxum","forage","plot","SpringOatPeaIntercrop_2024_SD_167",167,3,NA,NA,NA,NA,316,NA,NA,NA,NA,NA,33,0.905444126074499,"SD"
"1366","SpringOatPeaIntercrop_2024_SD",2024,"SD","CORRAL","NDP140510Y","field","plot","SpringOatPeaIntercrop_2024_SD_168",168,3,NA,NA,NA,NA,311,NA,NA,NA,NA,NA,21,0.936746987951807,"SD"
"1367","SpringOatPeaIntercrop_2024_SD",2024,"SD","SD181377","Icicle Winter Peas","forage","plot","SpringOatPeaIntercrop_2024_SD_169",169,3,NA,NA,NA,NA,371,NA,NA,NA,NA,NA,4,0.989333333333333,"SD"
"1368","SpringOatPeaIntercrop_2024_SD",2024,"SD","BAKER","Maxum","forage","plot","SpringOatPeaIntercrop_2024_SD_170",170,3,NA,NA,NA,NA,218,NA,NA,NA,NA,NA,15,0.935622317596567,"SD"
"1369","SpringOatPeaIntercrop_2024_SD",2024,"SD","SPURS","Frostmaster Peas","forage","plot","SpringOatPeaIntercrop_2024_SD_171",171,3,NA,NA,NA,NA,267,NA,NA,NA,NA,NA,18,0.936842105263158,"SD"
"1370","SpringOatPeaIntercrop_2024_SD",2024,"SD","DEON","NDP150412G","field","plot","SpringOatPeaIntercrop_2024_SD_172",172,3,NA,NA,NA,NA,276,NA,NA,NA,NA,NA,8,0.971830985915493,"SD"
"1371","SpringOatPeaIntercrop_2024_SD",2024,"SD","NEWBURG","AUSTRIAN FIELD PEAS","forage","plot","SpringOatPeaIntercrop_2024_SD_173",173,3,NA,NA,NA,NA,231,NA,NA,NA,NA,NA,12,0.950617283950617,"SD"
"1372","SpringOatPeaIntercrop_2024_SD",2024,"SD","IL17-7339","NDP140510Y","field","plot","SpringOatPeaIntercrop_2024_SD_174",174,3,NA,NA,NA,NA,333,NA,NA,NA,NA,NA,17,0.951428571428571,"SD"
"1373","SpringOatPeaIntercrop_2024_SD",2024,"SD","BUCKSKIN","Frostmaster Peas","forage","plot","SpringOatPeaIntercrop_2024_SD_175",175,3,NA,NA,NA,NA,267,NA,NA,NA,NA,NA,19,0.933566433566434,"SD"
"1374","SpringOatPeaIntercrop_2024_SD",2024,"SD","GOLIATH","delta field pea","field","plot","SpringOatPeaIntercrop_2024_SD_176",176,3,NA,NA,NA,NA,326,NA,NA,NA,NA,NA,18,0.947674418604651,"SD"
"1375","SpringOatPeaIntercrop_2024_SD",2024,"SD","LEGGETT","DS Admiral","field","plot","SpringOatPeaIntercrop_2024_SD_177",177,3,NA,NA,NA,NA,324,NA,NA,NA,NA,NA,26,0.925714285714286,"SD"
"1376","SpringOatPeaIntercrop_2024_SD",2024,"SD","IL17-7334","Frostmaster Peas","forage","plot","SpringOatPeaIntercrop_2024_SD_178",178,3,NA,NA,NA,NA,381,NA,NA,NA,NA,NA,7,0.981958762886598,"SD"
"1377","SpringOatPeaIntercrop_2024_SD",2024,"SD","IL17-1253","DS Admiral","field","plot","SpringOatPeaIntercrop_2024_SD_179",179,4,NA,NA,NA,NA,385,NA,NA,NA,NA,NA,20,0.950617283950617,"SD"
"1378","SpringOatPeaIntercrop_2024_SD",2024,"SD","SD181245",NA,"monoculture","plot","SpringOatPeaIntercrop_2024_SD_180",180,4,NA,NA,NA,NA,521,NA,NA,NA,NA,NA,NA,NA,"SD"
"1379","SpringOatPeaIntercrop_2024_SD",2024,"SD","SD181245","DS Admiral","field","plot","SpringOatPeaIntercrop_2024_SD_181",181,4,NA,NA,NA,NA,419,NA,NA,NA,NA,NA,21,0.952272727272727,"SD"
"1380","SpringOatPeaIntercrop_2024_SD",2024,"SD","RUSHMORE","NDP140510Y","field","plot","SpringOatPeaIntercrop_2024_SD_182",182,4,NA,NA,NA,NA,269,NA,NA,NA,NA,NA,17,0.94055944055944,"SD"
"1381","SpringOatPeaIntercrop_2024_SD",2024,"SD","IL17-7339","delta field pea","field","plot","SpringOatPeaIntercrop_2024_SD_183",183,4,NA,NA,NA,NA,350,NA,NA,NA,NA,NA,11,0.969529085872576,"SD"
"1382","SpringOatPeaIntercrop_2024_SD",2024,"SD","A25","ND Dawn","field","plot","SpringOatPeaIntercrop_2024_SD_184",184,4,NA,NA,NA,NA,240,NA,NA,NA,NA,NA,23,0.91254752851711,"SD"
"1383","SpringOatPeaIntercrop_2024_SD",2024,"SD","WI_X10642-3","ND Victory","field","plot","SpringOatPeaIntercrop_2024_SD_185",185,4,NA,NA,NA,NA,406,NA,NA,NA,NA,NA,15,0.96437054631829,"SD"
"1384","SpringOatPeaIntercrop_2024_SD",2024,"SD","BAKER","ND Victory","field","plot","SpringOatPeaIntercrop_2024_SD_186",186,4,NA,NA,NA,NA,248,NA,NA,NA,NA,NA,14,0.946564885496183,"SD"
"1385","SpringOatPeaIntercrop_2024_SD",2024,"SD","IL17-5238","Icicle Winter Peas","forage","plot","SpringOatPeaIntercrop_2024_SD_187",187,4,NA,NA,NA,NA,252,NA,NA,NA,NA,NA,2,0.992125984251969,"SD"
"1386","SpringOatPeaIntercrop_2024_SD",2024,"SD","OGLE","Frostmaster Peas","forage","plot","SpringOatPeaIntercrop_2024_SD_188",188,4,NA,NA,NA,NA,276,NA,NA,NA,NA,NA,10,0.965034965034965,"SD"
"1387","SpringOatPeaIntercrop_2024_SD",2024,"SD","NEWBURG","NDP150412G","field","plot","SpringOatPeaIntercrop_2024_SD_189",189,4,NA,NA,NA,NA,278,NA,NA,NA,NA,NA,12,0.958620689655172,"SD"
"1388","SpringOatPeaIntercrop_2024_SD",2024,"SD","SD181237","Icicle Winter Peas","forage","plot","SpringOatPeaIntercrop_2024_SD_190",190,4,NA,NA,NA,NA,349,NA,NA,NA,NA,NA,3,0.991477272727273,"SD"
"1389","SpringOatPeaIntercrop_2024_SD",2024,"SD","SD180580","DS Admiral","field","plot","SpringOatPeaIntercrop_2024_SD_191",191,4,NA,NA,NA,NA,316,NA,NA,NA,NA,NA,17,0.948948948948949,"SD"
"1390","SpringOatPeaIntercrop_2024_SD",2024,"SD","SD170935","AUSTRIAN FIELD PEAS","forage","plot","SpringOatPeaIntercrop_2024_SD_192",192,4,NA,NA,NA,NA,356,NA,NA,NA,NA,NA,14,0.962162162162162,"SD"
"1391","SpringOatPeaIntercrop_2024_SD",2024,"SD","SD190992","NDP150412G","field","plot","SpringOatPeaIntercrop_2024_SD_193",193,4,NA,NA,NA,NA,250,NA,NA,NA,NA,NA,11,0.957854406130268,"SD"
"1392","SpringOatPeaIntercrop_2024_SD",2024,"SD","SD191467","NDP150231Y","field","plot","SpringOatPeaIntercrop_2024_SD_194",194,4,NA,NA,NA,NA,273,NA,NA,NA,NA,NA,16,0.944636678200692,"SD"
"1393","SpringOatPeaIntercrop_2024_SD",2024,"SD","WI_X10710-7","Organic 4010","forage","plot","SpringOatPeaIntercrop_2024_SD_195",195,4,NA,NA,NA,NA,213,NA,NA,NA,NA,NA,12,0.946666666666667,"SD"
"1394","SpringOatPeaIntercrop_2024_SD",2024,"SD","IL17-1253","NDP150231Y","field","plot","SpringOatPeaIntercrop_2024_SD_196",196,4,NA,NA,NA,NA,284,NA,NA,NA,NA,NA,15,0.949832775919732,"SD"
"1395","SpringOatPeaIntercrop_2024_SD",2024,"SD","NATTY",NA,"monoculture","plot","SpringOatPeaIntercrop_2024_SD_197",197,4,NA,NA,NA,NA,255,NA,NA,NA,NA,NA,NA,NA,"SD"
"1396","SpringOatPeaIntercrop_2024_SD",2024,"SD","NATTY","NDP140510Y","field","plot","SpringOatPeaIntercrop_2024_SD_198",198,4,NA,NA,NA,NA,345,NA,NA,NA,NA,NA,24,0.934959349593496,"SD"
"1397","SpringOatPeaIntercrop_2024_SD",2024,"SD","COLT","delta field pea","field","plot","SpringOatPeaIntercrop_2024_SD_199",199,4,NA,NA,NA,NA,259,NA,NA,NA,NA,NA,11,0.959259259259259,"SD"
"1398","SpringOatPeaIntercrop_2024_SD",2024,"SD","WARRIOR","ND Dawn","field","plot","SpringOatPeaIntercrop_2024_SD_200",200,4,NA,NA,NA,NA,250,NA,NA,NA,NA,NA,13,0.950570342205323,"SD"
"1399","SpringOatPeaIntercrop_2024_SD",2024,"SD","OT2130","Maxum","forage","plot","SpringOatPeaIntercrop_2024_SD_201",201,4,NA,NA,NA,NA,367,NA,NA,NA,NA,NA,18,0.953246753246753,"SD"
